index,date,county,state,fips,cases,deaths,daily_cases,daily_deaths,retail_and_recreation,grocery_and_pharmacy,parks,transit_stations,workplaces,residential,population,land_area,population_density,labor_force,employed,unemployed,unemployment_rate,some_college,bachelor_or_higher,high_school,less_than_high_school,poverty_rate,daily_cases_100k,daily_deaths_100k,party_DEMOCRAT
1275,2020-03-12,Androscoggin,Maine,23001,1,0.0,1.0,0.0,12.0,36.0,,,2.0,0.0,107233.0,467.927,229.16608787268098,53905.0,51174.0,2731.0,5.1,33.29905228077484,22.92100604040825,35.56811081024787,8.211830868569049,11.7,0.9325487489858532,0.0,1
1546,2020-03-13,Androscoggin,Maine,23001,1,0.0,0.0,0.0,-6.0,21.0,,,-3.0,4.0,107233.0,467.927,229.16608787268098,53905.0,51174.0,2731.0,5.1,33.29905228077484,22.92100604040825,35.56811081024787,8.211830868569049,11.7,0.0,0.0,1
1547,2020-03-13,Cumberland,Maine,23005,1,0.0,1.0,0.0,-6.0,25.0,-24.0,-15.0,-7.0,5.0,289977.0,835.241,347.1776409443502,159617.0,151778.0,7839.0,4.9,25.4886223722012,49.80938483286972,20.36846185416572,4.333530940763373,8.6,0.34485493677084733,0.0,1
1878,2020-03-14,Androscoggin,Maine,23001,1,0.0,0.0,0.0,-4.0,16.0,-16.0,,-1.0,2.0,107233.0,467.927,229.16608787268098,53905.0,51174.0,2731.0,5.1,33.29905228077484,22.92100604040825,35.56811081024787,8.211830868569049,11.7,0.0,0.0,1
1879,2020-03-14,Cumberland,Maine,23005,2,0.0,1.0,0.0,-7.0,19.0,66.0,-7.0,-1.0,3.0,289977.0,835.241,347.1776409443502,159617.0,151778.0,7839.0,4.9,25.4886223722012,49.80938483286972,20.36846185416572,4.333530940763373,8.6,0.34485493677084733,0.0,1
2265,2020-03-15,Androscoggin,Maine,23001,1,0.0,0.0,0.0,-5.0,27.0,,,-1.0,2.0,107233.0,467.927,229.16608787268098,53905.0,51174.0,2731.0,5.1,33.29905228077484,22.92100604040825,35.56811081024787,8.211830868569049,11.7,0.0,0.0,1
2266,2020-03-15,Cumberland,Maine,23005,10,0.0,8.0,0.0,-8.0,15.0,55.0,-12.0,-1.0,3.0,289977.0,835.241,347.1776409443502,159617.0,151778.0,7839.0,4.9,25.4886223722012,49.80938483286972,20.36846185416572,4.333530940763373,8.6,2.7588394941667786,0.0,1
2267,2020-03-15,Lincoln,Maine,23015,1,0.0,1.0,0.0,1.0,28.0,,,0.0,,33969.0,455.818,74.52316494741322,16276.0,15472.0,804.0,4.9,24.35425725647601,37.57014903185045,31.99539153380162,6.08020217787193,8.8,2.9438605787629895,0.0,1
2698,2020-03-16,Androscoggin,Maine,23001,1,0.0,0.0,0.0,-7.0,27.0,,,-14.0,6.0,107233.0,467.927,229.16608787268098,53905.0,51174.0,2731.0,5.1,33.29905228077484,22.92100604040825,35.56811081024787,8.211830868569049,11.7,0.0,0.0,1
2699,2020-03-16,Cumberland,Maine,23005,13,0.0,3.0,0.0,-15.0,22.0,31.0,-22.0,-22.0,10.0,289977.0,835.241,347.1776409443502,159617.0,151778.0,7839.0,4.9,25.4886223722012,49.80938483286972,20.36846185416572,4.333530940763373,8.6,1.034564810312542,0.0,1
2700,2020-03-16,Lincoln,Maine,23015,2,0.0,1.0,0.0,-5.0,29.0,,,-7.0,6.0,33969.0,455.818,74.52316494741322,16276.0,15472.0,804.0,4.9,24.35425725647601,37.57014903185045,31.99539153380162,6.08020217787193,8.8,2.9438605787629895,0.0,1
3186,2020-03-17,Androscoggin,Maine,23001,3,0.0,2.0,0.0,-22.0,14.0,,,-21.0,10.0,107233.0,467.927,229.16608787268098,53905.0,51174.0,2731.0,5.1,33.29905228077484,22.92100604040825,35.56811081024787,8.211830868569049,11.7,1.8650974979717063,0.0,1
3187,2020-03-17,Cumberland,Maine,23005,20,0.0,7.0,0.0,-33.0,3.0,-15.0,-29.0,-34.0,16.0,289977.0,835.241,347.1776409443502,159617.0,151778.0,7839.0,4.9,25.4886223722012,49.80938483286972,20.36846185416572,4.333530940763373,8.6,2.4139845573959313,0.0,1
3188,2020-03-17,Kennebec,Maine,23011,1,0.0,1.0,0.0,-21.0,13.0,-43.0,-12.0,-20.0,10.0,119980.0,867.524,138.30164929154697,60935.0,58128.0,2807.0,4.6,29.71219468390805,29.70994971264368,34.37163254310344,6.206223060344827,11.2,0.833472245374229,0.0,1
3189,2020-03-17,Lincoln,Maine,23015,3,0.0,1.0,0.0,-32.0,12.0,,,-20.0,,33969.0,455.818,74.52316494741322,16276.0,15472.0,804.0,4.9,24.35425725647601,37.57014903185045,31.99539153380162,6.08020217787193,8.8,2.9438605787629895,0.0,1
3190,2020-03-17,Oxford,Maine,23017,1,0.0,1.0,0.0,-19.0,7.0,,,-20.0,10.0,57202.0,2076.84,27.542805415920338,25594.0,24022.0,1572.0,6.1,30.24090563953889,21.11318193322749,40.47536872138239,8.170543705851223,13.0,1.7481906227054997,0.0,1
3191,2020-03-17,York,Maine,23031,1,0.0,1.0,0.0,-20.0,13.0,5.0,-14.0,-24.0,11.0,201169.0,990.713,203.05476964569962,109765.0,104294.0,5471.0,5.0,31.77368306403044,32.76418805499674,29.85097576914699,5.611153111825836,8.1,0.49709448274833595,0.0,1
3756,2020-03-18,Androscoggin,Maine,23001,3,0.0,0.0,0.0,-22.0,14.0,,,-26.0,11.0,107233.0,467.927,229.16608787268098,53905.0,51174.0,2731.0,5.1,33.29905228077484,22.92100604040825,35.56811081024787,8.211830868569049,11.7,0.0,0.0,1
3757,2020-03-18,Cumberland,Maine,23005,29,0.0,9.0,0.0,-35.0,1.0,69.0,-29.0,-39.0,16.0,289977.0,835.241,347.1776409443502,159617.0,151778.0,7839.0,4.9,25.4886223722012,49.80938483286972,20.36846185416572,4.333530940763373,8.6,3.103694430937626,0.0,1
3758,2020-03-18,Kennebec,Maine,23011,1,0.0,0.0,0.0,-22.0,11.0,-14.0,-13.0,-25.0,11.0,119980.0,867.524,138.30164929154697,60935.0,58128.0,2807.0,4.6,29.71219468390805,29.70994971264368,34.37163254310344,6.206223060344827,11.2,0.0,0.0,1
3759,2020-03-18,Lincoln,Maine,23015,4,0.0,1.0,0.0,-29.0,3.0,,,-26.0,,33969.0,455.818,74.52316494741322,16276.0,15472.0,804.0,4.9,24.35425725647601,37.57014903185045,31.99539153380162,6.08020217787193,8.8,2.9438605787629895,0.0,1
3760,2020-03-18,Oxford,Maine,23017,1,0.0,0.0,0.0,-18.0,12.0,,,-25.0,10.0,57202.0,2076.84,27.542805415920338,25594.0,24022.0,1572.0,6.1,30.24090563953889,21.11318193322749,40.47536872138239,8.170543705851223,13.0,0.0,0.0,1
3761,2020-03-18,Penobscot,Maine,23019,1,0.0,1.0,0.0,-26.0,9.0,10.0,-10.0,-25.0,10.0,152692.0,3397.362,44.94428324093811,73706.0,69996.0,3710.0,5.0,30.72757912572633,30.00837991399077,32.81058631771845,6.453454642564438,12.1,0.6549131585151808,0.0,1
3762,2020-03-18,York,Maine,23031,1,0.0,0.0,0.0,-23.0,13.0,97.0,-12.0,-28.0,12.0,201169.0,990.713,203.05476964569962,109765.0,104294.0,5471.0,5.0,31.77368306403044,32.76418805499674,29.85097576914699,5.611153111825836,8.1,0.0,0.0,1
4444,2020-03-19,Androscoggin,Maine,23001,3,0.0,0.0,0.0,-30.0,5.0,,,-29.0,13.0,107233.0,467.927,229.16608787268098,53905.0,51174.0,2731.0,5.1,33.29905228077484,22.92100604040825,35.56811081024787,8.211830868569049,11.7,0.0,0.0,1
4445,2020-03-19,Cumberland,Maine,23005,34,0.0,5.0,0.0,-43.0,-6.0,-20.0,-40.0,-41.0,19.0,289977.0,835.241,347.1776409443502,159617.0,151778.0,7839.0,4.9,25.4886223722012,49.80938483286972,20.36846185416572,4.333530940763373,8.6,1.7242746838542367,0.0,1
4446,2020-03-19,Kennebec,Maine,23011,3,0.0,2.0,0.0,-31.0,1.0,-33.0,-16.0,-28.0,13.0,119980.0,867.524,138.30164929154697,60935.0,58128.0,2807.0,4.6,29.71219468390805,29.70994971264368,34.37163254310344,6.206223060344827,11.2,1.666944490748458,0.0,1
4447,2020-03-19,Lincoln,Maine,23015,4,0.0,0.0,0.0,-38.0,-2.0,,,-29.0,,33969.0,455.818,74.52316494741322,16276.0,15472.0,804.0,4.9,24.35425725647601,37.57014903185045,31.99539153380162,6.08020217787193,8.8,0.0,0.0,1
4448,2020-03-19,Oxford,Maine,23017,1,0.0,0.0,0.0,-32.0,2.0,,,-27.0,13.0,57202.0,2076.84,27.542805415920338,25594.0,24022.0,1572.0,6.1,30.24090563953889,21.11318193322749,40.47536872138239,8.170543705851223,13.0,0.0,0.0,1
4449,2020-03-19,Penobscot,Maine,23019,1,0.0,0.0,0.0,-32.0,1.0,5.0,-13.0,-29.0,13.0,152692.0,3397.362,44.94428324093811,73706.0,69996.0,3710.0,5.0,30.72757912572633,30.00837991399077,32.81058631771845,6.453454642564438,12.1,0.0,0.0,1
4450,2020-03-19,York,Maine,23031,3,0.0,2.0,0.0,-35.0,5.0,-5.0,-31.0,-32.0,16.0,201169.0,990.713,203.05476964569962,109765.0,104294.0,5471.0,5.0,31.77368306403044,32.76418805499674,29.85097576914699,5.611153111825836,8.1,0.9941889654966719,0.0,1
5244,2020-03-20,Androscoggin,Maine,23001,3,0.0,0.0,0.0,-36.0,1.0,,,-33.0,16.0,107233.0,467.927,229.16608787268098,53905.0,51174.0,2731.0,5.1,33.29905228077484,22.92100604040825,35.56811081024787,8.211830868569049,11.7,0.0,0.0,1
5245,2020-03-20,Cumberland,Maine,23005,35,0.0,1.0,0.0,-46.0,-9.0,17.0,-45.0,-43.0,21.0,289977.0,835.241,347.1776409443502,159617.0,151778.0,7839.0,4.9,25.4886223722012,49.80938483286972,20.36846185416572,4.333530940763373,8.6,0.34485493677084733,0.0,1
5246,2020-03-20,Kennebec,Maine,23011,4,0.0,1.0,0.0,-35.0,-6.0,-33.0,-34.0,-32.0,16.0,119980.0,867.524,138.30164929154697,60935.0,58128.0,2807.0,4.6,29.71219468390805,29.70994971264368,34.37163254310344,6.206223060344827,11.2,0.833472245374229,0.0,1
5247,2020-03-20,Lincoln,Maine,23015,4,0.0,0.0,0.0,-42.0,0.0,,,-30.0,,33969.0,455.818,74.52316494741322,16276.0,15472.0,804.0,4.9,24.35425725647601,37.57014903185045,31.99539153380162,6.08020217787193,8.8,0.0,0.0,1
5248,2020-03-20,Oxford,Maine,23017,1,0.0,0.0,0.0,-34.0,-1.0,-27.0,,-32.0,15.0,57202.0,2076.84,27.542805415920338,25594.0,24022.0,1572.0,6.1,30.24090563953889,21.11318193322749,40.47536872138239,8.170543705851223,13.0,0.0,0.0,1
5249,2020-03-20,Penobscot,Maine,23019,2,0.0,1.0,0.0,-38.0,-2.0,-15.0,-14.0,-33.0,16.0,152692.0,3397.362,44.94428324093811,73706.0,69996.0,3710.0,5.0,30.72757912572633,30.00837991399077,32.81058631771845,6.453454642564438,12.1,0.6549131585151808,0.0,1
5250,2020-03-20,York,Maine,23031,5,0.0,2.0,0.0,-34.0,5.0,50.0,-36.0,-36.0,17.0,201169.0,990.713,203.05476964569962,109765.0,104294.0,5471.0,5.0,31.77368306403044,32.76418805499674,29.85097576914699,5.611153111825836,8.1,0.9941889654966719,0.0,1
6167,2020-03-21,Androscoggin,Maine,23001,3,0.0,0.0,0.0,-38.0,-11.0,10.0,,-20.0,10.0,107233.0,467.927,229.16608787268098,53905.0,51174.0,2731.0,5.1,33.29905228077484,22.92100604040825,35.56811081024787,8.211830868569049,11.7,0.0,0.0,1
6168,2020-03-21,Cumberland,Maine,23005,41,0.0,6.0,0.0,-49.0,-15.0,104.0,-42.0,-30.0,11.0,289977.0,835.241,347.1776409443502,159617.0,151778.0,7839.0,4.9,25.4886223722012,49.80938483286972,20.36846185416572,4.333530940763373,8.6,2.069129620625084,0.0,1
6169,2020-03-21,Kennebec,Maine,23011,4,0.0,0.0,0.0,-38.0,-9.0,-15.0,-29.0,-23.0,10.0,119980.0,867.524,138.30164929154697,60935.0,58128.0,2807.0,4.6,29.71219468390805,29.70994971264368,34.37163254310344,6.206223060344827,11.2,0.0,0.0,1
6170,2020-03-21,Lincoln,Maine,23015,4,0.0,0.0,0.0,-41.0,-17.0,,,-24.0,,33969.0,455.818,74.52316494741322,16276.0,15472.0,804.0,4.9,24.35425725647601,37.57014903185045,31.99539153380162,6.08020217787193,8.8,0.0,0.0,1
6171,2020-03-21,Oxford,Maine,23017,4,0.0,3.0,0.0,-41.0,-12.0,-4.0,,-27.0,,57202.0,2076.84,27.542805415920338,25594.0,24022.0,1572.0,6.1,30.24090563953889,21.11318193322749,40.47536872138239,8.170543705851223,13.0,5.244571868116499,0.0,1
6172,2020-03-21,Penobscot,Maine,23019,2,0.0,0.0,0.0,-45.0,-13.0,-3.0,-31.0,-25.0,11.0,152692.0,3397.362,44.94428324093811,73706.0,69996.0,3710.0,5.0,30.72757912572633,30.00837991399077,32.81058631771845,6.453454642564438,12.1,0.0,0.0,1
6173,2020-03-21,Sagadahoc,Maine,23023,1,0.0,1.0,0.0,-40.0,7.0,,,-32.0,,35149.0,253.695,138.54825676501312,19113.0,18271.0,842.0,4.4,27.31634618879721,38.24651957398859,28.5376758387554,5.899458398458798,9.2,2.8450311530911265,0.0,1
6174,2020-03-21,York,Maine,23031,8,0.0,3.0,0.0,-35.0,1.0,151.0,-38.0,-24.0,10.0,201169.0,990.713,203.05476964569962,109765.0,104294.0,5471.0,5.0,31.77368306403044,32.76418805499674,29.85097576914699,5.611153111825836,8.1,1.491283448245008,0.0,1
7190,2020-03-22,Androscoggin,Maine,23001,3,0.0,0.0,0.0,-37.0,-12.0,,,-21.0,7.0,107233.0,467.927,229.16608787268098,53905.0,51174.0,2731.0,5.1,33.29905228077484,22.92100604040825,35.56811081024787,8.211830868569049,11.7,0.0,0.0,1
7191,2020-03-22,Cumberland,Maine,23005,56,0.0,15.0,0.0,-47.0,-19.0,62.0,-49.0,-29.0,10.0,289977.0,835.241,347.1776409443502,159617.0,151778.0,7839.0,4.9,25.4886223722012,49.80938483286972,20.36846185416572,4.333530940763373,8.6,5.17282405156271,0.0,1
7192,2020-03-22,Kennebec,Maine,23011,4,0.0,0.0,0.0,-33.0,-6.0,17.0,,-22.0,7.0,119980.0,867.524,138.30164929154697,60935.0,58128.0,2807.0,4.6,29.71219468390805,29.70994971264368,34.37163254310344,6.206223060344827,11.2,0.0,0.0,1
7193,2020-03-22,Lincoln,Maine,23015,4,0.0,0.0,0.0,-40.0,-3.0,,,-24.0,,33969.0,455.818,74.52316494741322,16276.0,15472.0,804.0,4.9,24.35425725647601,37.57014903185045,31.99539153380162,6.08020217787193,8.8,0.0,0.0,1
7194,2020-03-22,Oxford,Maine,23017,4,0.0,0.0,0.0,-39.0,-10.0,,,-34.0,,57202.0,2076.84,27.542805415920338,25594.0,24022.0,1572.0,6.1,30.24090563953889,21.11318193322749,40.47536872138239,8.170543705851223,13.0,0.0,0.0,1
7195,2020-03-22,Penobscot,Maine,23019,2,0.0,0.0,0.0,-38.0,-3.0,15.0,-13.0,-25.0,7.0,152692.0,3397.362,44.94428324093811,73706.0,69996.0,3710.0,5.0,30.72757912572633,30.00837991399077,32.81058631771845,6.453454642564438,12.1,0.0,0.0,1
7196,2020-03-22,Sagadahoc,Maine,23023,3,0.0,2.0,0.0,-33.0,9.0,,,-27.0,,35149.0,253.695,138.54825676501312,19113.0,18271.0,842.0,4.4,27.31634618879721,38.24651957398859,28.5376758387554,5.899458398458798,9.2,5.690062306182253,0.0,1
7197,2020-03-22,York,Maine,23031,8,0.0,0.0,0.0,-36.0,0.0,81.0,-41.0,-27.0,8.0,201169.0,990.713,203.05476964569962,109765.0,104294.0,5471.0,5.0,31.77368306403044,32.76418805499674,29.85097576914699,5.611153111825836,8.1,0.0,0.0,1
8313,2020-03-23,Androscoggin,Maine,23001,3,0.0,0.0,0.0,-35.0,-7.0,,,-34.0,13.0,107233.0,467.927,229.16608787268098,53905.0,51174.0,2731.0,5.1,33.29905228077484,22.92100604040825,35.56811081024787,8.211830868569049,11.7,0.0,0.0,1
8314,2020-03-23,Cumberland,Maine,23005,66,0.0,10.0,0.0,-46.0,-17.0,-3.0,-53.0,-46.0,19.0,289977.0,835.241,347.1776409443502,159617.0,151778.0,7839.0,4.9,25.4886223722012,49.80938483286972,20.36846185416572,4.333530940763373,8.6,3.4485493677084733,0.0,1
8315,2020-03-23,Kennebec,Maine,23011,4,0.0,0.0,0.0,-33.0,-8.0,-38.0,-33.0,-33.0,14.0,119980.0,867.524,138.30164929154697,60935.0,58128.0,2807.0,4.6,29.71219468390805,29.70994971264368,34.37163254310344,6.206223060344827,11.2,0.0,0.0,1
8316,2020-03-23,Knox,Maine,23013,1,0.0,1.0,0.0,-31.0,-19.0,,,-31.0,,39855.0,365.134,109.15170868776941,19430.0,18450.0,980.0,5.0,25.63262392940566,36.29639242148975,31.66039449779393,6.410589151310667,10.2,2.509095471082675,0.0,1
8317,2020-03-23,Lincoln,Maine,23015,5,0.0,1.0,0.0,-37.0,-4.0,,,-30.0,,33969.0,455.818,74.52316494741322,16276.0,15472.0,804.0,4.9,24.35425725647601,37.57014903185045,31.99539153380162,6.08020217787193,8.8,2.9438605787629895,0.0,1
8318,2020-03-23,Oxford,Maine,23017,5,0.0,1.0,0.0,-33.0,-7.0,,,-32.0,12.0,57202.0,2076.84,27.542805415920338,25594.0,24022.0,1572.0,6.1,30.24090563953889,21.11318193322749,40.47536872138239,8.170543705851223,13.0,1.7481906227054997,0.0,1
8319,2020-03-23,Penobscot,Maine,23019,3,0.0,1.0,0.0,-37.0,-10.0,-9.0,-18.0,-34.0,14.0,152692.0,3397.362,44.94428324093811,73706.0,69996.0,3710.0,5.0,30.72757912572633,30.00837991399077,32.81058631771845,6.453454642564438,12.1,0.6549131585151808,0.0,1
8320,2020-03-23,Sagadahoc,Maine,23023,3,0.0,0.0,0.0,-38.0,-16.0,,,-42.0,,35149.0,253.695,138.54825676501312,19113.0,18271.0,842.0,4.4,27.31634618879721,38.24651957398859,28.5376758387554,5.899458398458798,9.2,0.0,0.0,1
8321,2020-03-23,York,Maine,23031,12,0.0,4.0,0.0,-37.0,-4.0,-3.0,-31.0,-38.0,16.0,201169.0,990.713,203.05476964569962,109765.0,104294.0,5471.0,5.0,31.77368306403044,32.76418805499674,29.85097576914699,5.611153111825836,8.1,1.9883779309933438,0.0,1
9564,2020-03-24,Androscoggin,Maine,23001,3,0.0,0.0,0.0,-38.0,-14.0,,,-40.0,17.0,107233.0,467.927,229.16608787268098,53905.0,51174.0,2731.0,5.1,33.29905228077484,22.92100604040825,35.56811081024787,8.211830868569049,11.7,0.0,0.0,1
9565,2020-03-24,Cumberland,Maine,23005,74,0.0,8.0,0.0,-49.0,-19.0,17.0,-53.0,-52.0,22.0,289977.0,835.241,347.1776409443502,159617.0,151778.0,7839.0,4.9,25.4886223722012,49.80938483286972,20.36846185416572,4.333530940763373,8.6,2.7588394941667786,0.0,1
9566,2020-03-24,Kennebec,Maine,23011,5,0.0,1.0,0.0,-40.0,-16.0,-36.0,-39.0,-40.0,17.0,119980.0,867.524,138.30164929154697,60935.0,58128.0,2807.0,4.6,29.71219468390805,29.70994971264368,34.37163254310344,6.206223060344827,11.2,0.833472245374229,0.0,1
9567,2020-03-24,Knox,Maine,23013,1,0.0,0.0,0.0,-39.0,-17.0,,,-39.0,,39855.0,365.134,109.15170868776941,19430.0,18450.0,980.0,5.0,25.63262392940566,36.29639242148975,31.66039449779393,6.410589151310667,10.2,0.0,0.0,1
9568,2020-03-24,Lincoln,Maine,23015,5,0.0,0.0,0.0,-45.0,-16.0,,,-42.0,,33969.0,455.818,74.52316494741322,16276.0,15472.0,804.0,4.9,24.35425725647601,37.57014903185045,31.99539153380162,6.08020217787193,8.8,0.0,0.0,1
9569,2020-03-24,Oxford,Maine,23017,6,0.0,1.0,0.0,-38.0,-12.0,,,-40.0,16.0,57202.0,2076.84,27.542805415920338,25594.0,24022.0,1572.0,6.1,30.24090563953889,21.11318193322749,40.47536872138239,8.170543705851223,13.0,1.7481906227054997,0.0,1
9570,2020-03-24,Penobscot,Maine,23019,4,0.0,1.0,0.0,-47.0,-20.0,-21.0,-20.0,-40.0,18.0,152692.0,3397.362,44.94428324093811,73706.0,69996.0,3710.0,5.0,30.72757912572633,30.00837991399077,32.81058631771845,6.453454642564438,12.1,0.6549131585151808,0.0,1
9571,2020-03-24,Sagadahoc,Maine,23023,3,0.0,0.0,0.0,-44.0,-21.0,,,-48.0,,35149.0,253.695,138.54825676501312,19113.0,18271.0,842.0,4.4,27.31634618879721,38.24651957398859,28.5376758387554,5.899458398458798,9.2,0.0,0.0,1
9572,2020-03-24,Waldo,Maine,23027,1,0.0,1.0,0.0,-50.0,-16.0,,,-43.0,,39155.0,729.918,53.64301195476752,19846.0,18899.0,947.0,4.8,27.7713586624074,32.8994766532998,32.38632501869095,6.942839665601849,11.6,2.5539522410930915,0.0,1
9573,2020-03-24,York,Maine,23031,16,0.0,4.0,0.0,-40.0,-12.0,25.0,-39.0,-44.0,19.0,201169.0,990.713,203.05476964569962,109765.0,104294.0,5471.0,5.0,31.77368306403044,32.76418805499674,29.85097576914699,5.611153111825836,8.1,1.9883779309933438,0.0,1
10931,2020-03-25,Androscoggin,Maine,23001,4,0.0,1.0,0.0,-38.0,-5.0,,,-38.0,17.0,107233.0,467.927,229.16608787268098,53905.0,51174.0,2731.0,5.1,33.29905228077484,22.92100604040825,35.56811081024787,8.211830868569049,11.7,0.9325487489858532,0.0,1
10932,2020-03-25,Cumberland,Maine,23005,87,0.0,13.0,0.0,-49.0,-17.0,17.0,-57.0,-50.0,22.0,289977.0,835.241,347.1776409443502,159617.0,151778.0,7839.0,4.9,25.4886223722012,49.80938483286972,20.36846185416572,4.333530940763373,8.6,4.483114178021015,0.0,1
10933,2020-03-25,Kennebec,Maine,23011,5,0.0,0.0,0.0,-37.0,-12.0,-10.0,-36.0,-37.0,16.0,119980.0,867.524,138.30164929154697,60935.0,58128.0,2807.0,4.6,29.71219468390805,29.70994971264368,34.37163254310344,6.206223060344827,11.2,0.0,0.0,1
10934,2020-03-25,Knox,Maine,23013,1,0.0,0.0,0.0,-34.0,-19.0,,,-38.0,,39855.0,365.134,109.15170868776941,19430.0,18450.0,980.0,5.0,25.63262392940566,36.29639242148975,31.66039449779393,6.410589151310667,10.2,0.0,0.0,1
10935,2020-03-25,Lincoln,Maine,23015,5,0.0,0.0,0.0,-45.0,-15.0,,,-37.0,,33969.0,455.818,74.52316494741322,16276.0,15472.0,804.0,4.9,24.35425725647601,37.57014903185045,31.99539153380162,6.08020217787193,8.8,0.0,0.0,1
10936,2020-03-25,Oxford,Maine,23017,6,0.0,0.0,0.0,-36.0,-10.0,,,-37.0,15.0,57202.0,2076.84,27.542805415920338,25594.0,24022.0,1572.0,6.1,30.24090563953889,21.11318193322749,40.47536872138239,8.170543705851223,13.0,0.0,0.0,1
10937,2020-03-25,Penobscot,Maine,23019,4,0.0,0.0,0.0,-40.0,-12.0,7.0,-29.0,-40.0,16.0,152692.0,3397.362,44.94428324093811,73706.0,69996.0,3710.0,5.0,30.72757912572633,30.00837991399077,32.81058631771845,6.453454642564438,12.1,0.0,0.0,1
10938,2020-03-25,Sagadahoc,Maine,23023,4,0.0,1.0,0.0,-43.0,-11.0,,,-47.0,,35149.0,253.695,138.54825676501312,19113.0,18271.0,842.0,4.4,27.31634618879721,38.24651957398859,28.5376758387554,5.899458398458798,9.2,2.8450311530911265,0.0,1
10939,2020-03-25,Waldo,Maine,23027,1,0.0,0.0,0.0,-43.0,-8.0,,,-39.0,,39155.0,729.918,53.64301195476752,19846.0,18899.0,947.0,4.8,27.7713586624074,32.8994766532998,32.38632501869095,6.942839665601849,11.6,0.0,0.0,1
10940,2020-03-25,York,Maine,23031,23,0.0,7.0,0.0,-39.0,-5.0,31.0,-39.0,-41.0,19.0,201169.0,990.713,203.05476964569962,109765.0,104294.0,5471.0,5.0,31.77368306403044,32.76418805499674,29.85097576914699,5.611153111825836,8.1,3.479661379238352,0.0,1
12467,2020-03-26,Androscoggin,Maine,23001,5,0.0,1.0,0.0,-36.0,-5.0,,,-39.0,16.0,107233.0,467.927,229.16608787268098,53905.0,51174.0,2731.0,5.1,33.29905228077484,22.92100604040825,35.56811081024787,8.211830868569049,11.7,0.9325487489858532,0.0,1
12468,2020-03-26,Cumberland,Maine,23005,90,0.0,3.0,0.0,-51.0,-19.0,48.0,-59.0,-51.0,22.0,289977.0,835.241,347.1776409443502,159617.0,151778.0,7839.0,4.9,25.4886223722012,49.80938483286972,20.36846185416572,4.333530940763373,8.6,1.034564810312542,0.0,1
12469,2020-03-26,Franklin,Maine,23007,1,0.0,1.0,0.0,-38.0,-3.0,,,-36.0,,29991.0,1696.609,17.677025171975394,13634.0,12860.0,774.0,5.7,28.93075880125298,28.1359577352845,36.64967974192342,6.283603721539109,12.9,3.3343336334233604,0.0,1
12470,2020-03-26,Kennebec,Maine,23011,6,0.0,1.0,0.0,-37.0,-8.0,13.0,-30.0,-37.0,16.0,119980.0,867.524,138.30164929154697,60935.0,58128.0,2807.0,4.6,29.71219468390805,29.70994971264368,34.37163254310344,6.206223060344827,11.2,0.833472245374229,0.0,1
12471,2020-03-26,Knox,Maine,23013,1,0.0,0.0,0.0,-34.0,-9.0,,,-37.0,,39855.0,365.134,109.15170868776941,19430.0,18450.0,980.0,5.0,25.63262392940566,36.29639242148975,31.66039449779393,6.410589151310667,10.2,0.0,0.0,1
12472,2020-03-26,Lincoln,Maine,23015,5,0.0,0.0,0.0,-39.0,0.0,,,-37.0,,33969.0,455.818,74.52316494741322,16276.0,15472.0,804.0,4.9,24.35425725647601,37.57014903185045,31.99539153380162,6.08020217787193,8.8,0.0,0.0,1
12473,2020-03-26,Oxford,Maine,23017,8,0.0,2.0,0.0,-34.0,-9.0,,,-36.0,15.0,57202.0,2076.84,27.542805415920338,25594.0,24022.0,1572.0,6.1,30.24090563953889,21.11318193322749,40.47536872138239,8.170543705851223,13.0,3.4963812454109995,0.0,1
12474,2020-03-26,Penobscot,Maine,23019,5,0.0,1.0,0.0,-38.0,-8.0,39.0,-17.0,-39.0,17.0,152692.0,3397.362,44.94428324093811,73706.0,69996.0,3710.0,5.0,30.72757912572633,30.00837991399077,32.81058631771845,6.453454642564438,12.1,0.6549131585151808,0.0,1
12475,2020-03-26,Sagadahoc,Maine,23023,4,0.0,0.0,0.0,-41.0,-14.0,,,-47.0,,35149.0,253.695,138.54825676501312,19113.0,18271.0,842.0,4.4,27.31634618879721,38.24651957398859,28.5376758387554,5.899458398458798,9.2,0.0,0.0,1
12476,2020-03-26,Waldo,Maine,23027,2,0.0,1.0,0.0,-38.0,-7.0,,,-39.0,,39155.0,729.918,53.64301195476752,19846.0,18899.0,947.0,4.8,27.7713586624074,32.8994766532998,32.38632501869095,6.942839665601849,11.6,2.5539522410930915,0.0,1
12477,2020-03-26,York,Maine,23031,27,0.0,4.0,0.0,-38.0,-1.0,74.0,-43.0,-42.0,18.0,201169.0,990.713,203.05476964569962,109765.0,104294.0,5471.0,5.0,31.77368306403044,32.76418805499674,29.85097576914699,5.611153111825836,8.1,1.9883779309933438,0.0,1
14123,2020-03-27,Androscoggin,Maine,23001,6,0.0,1.0,0.0,-43.0,-13.0,,,-41.0,19.0,107233.0,467.927,229.16608787268098,53905.0,51174.0,2731.0,5.1,33.29905228077484,22.92100604040825,35.56811081024787,8.211830868569049,11.7,0.9325487489858532,0.0,1
